"","BTKstd"
"1437",0.326768926368174
"1438",0.0879076143322365
"1439",0.108556651587115
"1440",0.138846104056745
"1441",0.121025865240715
"1442",0.166480900830571
"1443",0.231244973249611
"1444",0.239605531908808
"1445",0.261749910680235
"1446",0.308721788738558
"1447",0.187519176823331
"1448",0.304851267267356
"1449",0.554769321522065
"1450",0.759349503129119
"1451",0.694771405502603
"1452",0.993574336601474
"1453",1.30648287526988
"1454",1.2490025738801
"1455",1.59278853103347
"1456",1.27651163111184
"1457",1.58881183692787
"1458",0.907757728452269
"1459",1.26319767344289
"1460",1.41508438966838
"1461",1.06605059780531
"1462",1.01941856413769
"1463",1.01721589102314
"1464",0.93715941296666
"1465",1.14501485328849
"1466",0.871464633355641
"1467",0.798180088180236
"1468",0.834931526578957
"1469",1.44639781829326
"1470",1.13751996678024
"1471",1.71374463231306
"1472",1.71496074942699
"1473",1.258191139766
"1474",1.13351292652635
"1475",0.929674709284475
"1476",1.19745291117948
"1477",0.729626102011131
"1478",0.977308233683139
"1479",0.915681883208896
"1480",1.01334009009219
"1481",0.743593020630538
"1482",0.855296912226496
"1483",1.03437954870256
"1484",1.24680287458726
"1485",1.99611509677449
"1486",1.42532511696824
"1487",1.02938967976224
"1488",1.04855854480591
"1489",1.13111388424091
"1490",1.13690249181707
"1491",1.30836323797375
"1492",1.08621398809143
"1493",0.924965499666926
"1494",0.852736145967636
"1495",1.06040233668838
"1496",1.28794514501198
"1497",1.32307946681896
"1498",0.852032245849529
"1499",0.987521217750604
"1500",0.902278849211211
"1501",1.02245715581786
"1502",0.703405266351811
"1503",0.958608778468611
"1504",1.18183321897582
"1505",1.19116735303999
"1506",1.4990037488199
"1507",0.887526532949215
"1508",1.29541169082489
"1509",1.04068126223508
"1510",1.28634036370779
"1511",1.07793549138022
"1512",0.964969691458558
"1513",0.936546975896153
"1514",0.974732289289355
"1515",0.797345339830719
"1516",0.944868103566798
"1517",1.07700786800118
"1518",0.989430975401747
"1519",1.0229702139811
"1520",1.28094543613795
"1521",1.78356356501904
"1522",1.22231236008487
"1523",1.27811802977323
"1524",0.972735353450479
"1525",1.414480203424
"1526",0.937946220894423
"1527",1.03529154494535
"1528",1.15749478601792
"1529",1.14839332225721
"1530",0.917117365552717
"1531",1.2487127590812
"1532",0.654528828424595
"1533",0.640618058810007
"1534",0.543558951447434
"1535",0.925896777449242
"1536",0.757582584193351
"1537",0.740762723320641
"1538",0.872793484790811
"1539",1.07907732118208
"1540",0.824901288959957
"1541",0.806524537763046
"1542",0.873501828582716
"1543",0.907068741869203
"1544",0.793768781641902
"1545",0.856302966362829
"1546",1.22499423308927
"1547",1.16335499418915
"1548",1.22951293545659
"1549",1.06025271608521
"1550",1.0865120391024
"1551",0.712593870259497
"1552",1.26089625905743
"1553",1.099847864461
"1554",1.13062468731579
"1555",1.2630086277165
"1556",1.26052836400368
"1557",1.56820606823187
"1558",1.67798611912086
"1559",1.18032755137737
"1560",1.12377527460383
"1561",0.807124280986105
"1562",1.21310800312254
"1563",0.890286268005839
"1564",1.32842221049965
"1565",0.98021300292999
"1566",1.35636107267411
"1567",0.990815964521738
"1568",0.882724881741688
"1569",1.02524671524781
"1570",0.867299591348675
"1571",0.677147220397432
"1572",0.772304820242243
"1573",0.796393458979563
"1574",0.859661283878243
"1575",1.19055264161492
"1576",0.825954899198502
"1577",1.20660448075664
"1578",1.23448815978735
"1579",1.30675947104508
"1580",1.02934453991446
"1581",0.586775612076035
"1582",1.02167235785906
"1583",1.07848296582024
"1584",1.11309523712101
"1585",1.14670017901761
"1586",1.29566595028328
"1587",0.954128182163441
"1588",0.984487120955265
"1589",0.889032703271438
"1590",0.67774647915897
"1591",0.74456722652865
"1592",0.733549751307726
"1593",0.357313806541833
"1594",0.571119579653954
"1595",0.582716395570739
"1596",0.974881545245101
"1597",1.03213858845181
"1598",1.05279127375004
"1599",1.17846128070165
"1600",1.02081664083158
"1601",1.03811002318646
"1602",0.802566836285597
"1603",1.03429081484607
"1604",0.869312649839956
"1605",0.574094844875431
"1606",0.720104599106022
"1607",0.580303520884847
"1608",0.887194474530505
"1609",1.16708272865466
"1610",1.34567515995177
"1611",1.18822357743124
"1612",0.620194097131581
"1613",1.03042794330656
"1614",0.587463839825629
"1615",0.887744834137998
"1616",0.502211633699217
"1617",1.01107757525991
"1618",0.798954253694677
"1619",1.15830370626059
"1620",0.969298611483574
"1621",1.24837276197198
"1622",1.21462972179627
"1623",0.958411016348133
"1624",1.6659898284389
"1625",1.30639062126254
"1626",0.953513721252581
"1627",0.834325017769281
"1628",1.26680675874168
"1629",0.911623418402461
"1630",0.67843766490042
"1631",1.0967196943277
"1632",0.589032048027185
"1633",1.17778493322461
"1634",1.03445341994461
"1635",0.576426509644804
"1636",1.06167316098531
"1637",0.718796273909854
"1638",0.943194393876747
"1639",0.747761394923634
"1640",1.09304286891907
"1641",1.03805187576249
"1642",1.07495716444037
"1643",1.13604111245335
"1644",0.915007136962144
"1645",1.26407350569692
"1646",0.911634352904141
"1647",0.726082071256994
"1648",0.703255864171435
"1649",0.802087792814241
"1650",0.60130437834099
"1651",0.698670275438257
"1652",0.950538887521875
"1653",1.09152495718197
"1654",0.88312764984446
"1655",0.984332445860812
"1656",0.809136857196875
"1657",0.762818227032144
"1658",0.82038532569242
"1659",0.863379503962722
"1660",0.950066703028482
"1661",1.29366514901553
"1662",1.23887471759997
"1663",0.872213459199838
"1664",0.964359871056335
"1665",0.734448504828955
"1666",1.0522347208955
"1667",0.885356735434131
"1668",0.824705659880043
"1669",0.894293773950059
"1670",1.09145568874763
"1671",1.0768128228355
"1672",0.676292704784296
"1673",1.05548932012509
"1674",0.963058012571254
"1675",1.09684849494412
"1676",1.22176884772788
"1677",1.13163810520756
"1678",1.04879914210446
"1679",1.31047565632789
"1680",1.10601594428854
"1681",0.972913426665891
"1682",1.08179074509446
"1683",1.21312171186694
"1684",1.21723468043435
"1685",1.23445983915331
"1686",1.05974907796172
"1687",0.998966009118501
"1688",0.740355035453632
"1689",1.26403145632027
"1690",1.07128120279998
"1691",0.87914834468842
"1692",1.0039998259724
"1693",0.693815677317247
"1694",0.956005849844592
"1695",1.0124577148316
"1696",0.552939679883063
"1697",0.756552022515036
"1698",0.877952337230195
"1699",0.996384000969116
"1700",0.993787447122926
"1701",1.00847622035758
"1702",0.83431329111934
"1703",0.90837767312055
"1704",0.634854727680756
"1705",0.948590430850251
"1706",0.682133544310804
"1707",0.6867616208831
"1708",0.442234173264148
"1709",0.923774248391574
"1710",0.830909675394924
"1711",0.824483960217391
"1712",1.11399499770889
"1713",0.953154414258893
"1714",1.13495959771
"1715",1.09918002604417
"1716",0.935880430810473
"1717",0.784569812807588
"1718",0.664733018224685
"1719",0.901745912603212
"1720",1.04911173073725
"1721",0.596664515895309
"1722",0.8720256270318
"1723",1.15069109894936
"1724",1.02674156811968
"1725",0.877945938244199
"1726",0.897301224711
"1727",0.888423922956304
"1728",0.885793297555456
"1729",0.973574328480202
"1730",0.821442934899324
"1731",0.926449054374983
"1732",0.872415997625213
"1733",1.12125223982916
"1734",1.10842456158775
"1735",0.966808459817647
"1736",0.902059335524276
"1737",1.24918043494453
"1738",0.765997643947177
"1739",0.689166776998948
"1740",0.940161556307479
"1741",1.20459384729839
"1742",0.982617538500162
"1743",0.882290180954709
"1744",0.418067093614685
"1745",1.10549156569523
"1746",0.915655707498713
"1747",0.936347551993226
"1748",0.96312070557545
"1749",1.28835968602693
"1750",1.49744610905595
"1751",1.31590929543384
"1752",1.16234520747946
"1753",0.910316246695414
"1754",0.901040716970614
"1755",1.01267105129045
"1756",0.744713607724762
"1757",0.941624154446649
"1758",0.790320468186856
"1759",1.1857142077418
"1760",0.912762254048876
"1761",1.24862225067758
"1762",0.761207813047586
"1763",1.27716284036082
"1764",0.997805450441208
"1765",0.940249452547429
"1766",1.06834664967987
"1767",1.46413611655888
"1768",1.09078013413273
"1769",1.02075844663676
"1770",1.09667419579183
"1771",0.946235757531785
"1772",1.21018116732511
"1773",0.963490567009941
"1774",0.885764039364394
"1775",1.04196496744938
"1776",1.20818197946193
"1777",1.30515403773327
"1778",1.27077556934798
"1779",0.988574443110667
"1780",1.0956447998996
"1781",1.07479794374231
"1782",0.702209137906523
"1783",0.824670694771257
"1784",0.808603554261209
"1785",0.784118318728189
"1786",1.02886451770025
"1787",1.17041182673657
"1788",1.14272280279839
"1789",1.37268319072276
"1790",1.06477165000398
"1791",1.06491113604596
"1792",1.49669004892068
"1793",0.833765151947267
"1794",1.25075299433075
"1795",1.21482213658448
"1796",1.16618706496198
"1797",0.897384761774797
"1798",1.0503010031832
"1799",0.936902635021199
"1800",1.07762955499285
"1801",1.12695165442448
"1802",1.0527827285008
"1803",1.03929851059887
"1804",1.02660977455935
"1805",1.13117392731706
"1806",0.803984743706208
"1807",0.80350870146741
"1808",0.985786346846076
"1809",0.828152848738438
"1810",0.992441152817874
"1811",1.01364315787843
"1812",0.741538640569884
"1813",0.809965024968717
"1814",0.778641086957974
"1815",0.73518585953315
"1816",0.916849097734036
"1817",1.0372756587414
"1818",1.01262243038516
"1819",0.978671591772626
"1820",0.985842657311255
"1821",1.22586620136854
"1822",0.917269378067969
"1823",0.784466740177232
"1824",1.01648864621005
"1825",1.0200155511427
"1826",1.0336558726012
"1827",1.06124128795653
"1828",1.33590505265497
"1829",1.12455461770859
"1830",1.02346280189373
"1831",0.986492031334826
"1832",0.977013684880569
"1833",1.12026755945774
"1834",0.91315479998367
"1835",1.04686641142621
"1836",0.954625996574443
"1837",1.19174017101704
"1838",0.878982553439459
"1839",1.28025876432471
"1840",0.988150439760056
"1841",1.18249679045008
"1842",0.795974794330319
"1843",1.19588370835129
"1844",1.0181823084942
"1845",0.927146584599879
"1846",0.6034858880286
"1847",0.837412293681316
"1848",1.00493914551345
"1849",1.25117991714919
"1850",1.24665435358276
"1851",0.991002119010574
"1852",1.07841443140726
"1853",1.28038870884629
"1854",1.15477828974045
"1855",0.926853671155549
"1856",0.74403723304777
"1857",0.837733530813366
"1858",0.857394615033926
"1859",0.901712497524486
"1860",0.81721175463227
"1861",0.852921085979963
"1862",0.760940371356371
"1863",0.537619895017388
"1864",0.65170926662349
"1865",0.874308689926843
"1866",1.18155226929597
"1867",0.983522466000107
"1868",1.03645274559885
"1869",1.02050600957297
"1870",0.997091605652553
"1871",0.929786303232056
"1872",0.875574446008506
"1873",0.950961952599369
"1874",0.79897143574245
"1875",0.873871810730539
"1876",0.713875038092962
"1877",1.19800506414467
"1878",1.23513704950331
"1879",0.90135407145031
"1880",0.781925155128516
"1881",0.748349872597811
"1882",0.851504192120057
"1883",0.65819933685213
"1884",0.865246825593551
"1885",1.23588454439262
"1886",0.981835985139313
"1887",0.830387100076441
"1888",1.07741430680507
"1889",0.933382025152443
"1890",0.810053285351058
"1891",1.02567287963944
"1892",1.04231555154134
"1893",0.600389490958069
"1894",0.995947400613647
"1895",1.07643880790072
"1896",0.914742594452508
"1897",1.19736685417539
"1898",1.15689352443475
"1899",0.743452663087821
"1900",1.12578584411444
"1901",0.784038267643162
"1902",0.835313552881455
"1903",0.807137157860498
"1904",0.799445841003151
"1905",1.14744252871209
"1906",1.08149258379323
"1907",1.24996738385895
"1908",1.62799713840599
"1909",1.23402700884644
"1910",0.984141458686844
"1911",1.03845542561495
"1912",1.29919946558053
"1913",1.51907313111396
"1914",1.51180368885609
"1915",1.36895204130881
"1916",1.55010903573212
"1917",0.769472126359318
"1918",1.18969704005108
"1919",0.832875408922093
"1920",0.776201421277767
"1921",1.02957059274005
"1922",0.643230107011777
"1923",0.777235144122313
"1924",0.750880143546904
"1925",0.57694769038153
"1926",0.738444184191345
"1927",0.985682575338012
"1928",1.2337376410307
"1929",1.07809177703528
"1930",0.501174834408295
"1931",1.09592428033421
"1932",1.02268515784288
"1933",0.564722528998485
"1934",0.962784493564097
"1935",1.03805435041511
"1936",0.614239039963188
"1937",1.10928398374411
"1938",1.11774899137772
"1939",1.15301272767935
"1940",1.17668995317781
"1941",1.28981436247947
"1942",1.32490698735057
"1943",1.16693764185576
"1944",1.35611282702992
"1945",1.45659281255444
"1946",1.08029529656534
"1947",0.994305370698733
"1948",0.980766226831209
"1949",0.923267886442877
"1950",1.22568568242279
"1951",1.45567940752765
"1952",0.980763643391549
"1953",0.6929570569664
"1954",0.882513059573451
"1955",0.709911904190239
"1956",0.673169393320981
"1957",0.884233296540944
"1958",0.879797973713287
"1959",0.921415534499008
"1960",0.768924812232879
"1961",0.664584575976739
"1962",0.883710179549283
"1963",1.31521609028319
"1964",0.954304037392137
"1965",1.05901165277587
"1966",1.00298287878991
"1967",0.814321201205252
"1968",0.706317295159564
"1969",0.851845033549984
"1970",0.889390312830625
"1971",0.605353875416501
"1972",0.90754600461208
"1973",0.962306546443248
"1974",0.823084462790979
"1975",1.18678526850639
"1976",1.16868175891932
"1977",0.975516699203762
"1978",0.885498167240325
"1979",1.06573311123749
"1980",1.01534426427764
"1981",1.32661461477739
"1982",1.00895658032065
"1983",0.902323699481383
"1984",0.939750392570656
"1985",1.02203010044878
"1986",1.37340248073621
"1987",1.50329947582683
"1988",1.5219101847964
"1989",0.706802846345697
"1990",1.01303332571299
"1991",1.06446157452584
"1992",1.08047421743332
"1993",1.40623385426873
"1994",1.32926802079328
"1995",1.19121249349711
"1996",0.916225689701648
"1997",1.09943468397862
"1998",1.35051645797421
"1999",1.27432810777497
"2000",1.01786987543947
"2001",1.07096064029103
"2002",0.953494864686544
"2003",0.86426142220308
"2004",0.703785161848439
"2005",1.00667254169849
"2006",0.790051833633734
"2007",0.859756428514638
"2008",0.636570634963751
"2009",1.08592941026263
"2010",0.975614940951792
"2011",0.781191759595805
"2012",0.700252086006054
"2013",0.764604372205303
"2014",0.830776995147862
"2015",1.25716607339714
"2016",0.739861340260923
